S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4340,28/10/2020,Ladakh,6024,689,5262,73
4341,29/10/2020,Ladakh,6085,642,5369,74
4342,30/10/2020,Ladakh,6139,627,5438,74
4343,31/10/2020,Ladakh,6194,627,5493,74
4344,01/11/2020,Ladakh,6270,656,5539,75
4345,02/11/2020,Ladakh,6287,583,5629,75
4346,03/11/2020,Ladakh,6357,610,5671,76
4347,04/11/2020,Ladakh,6441,664,5701,76
4348,05/11/2020,Ladakh,6553,702,5772,79
4349,30/07/2020,Lakshadweep,0,0,0,0
4350,31/07/2020,Lakshadweep,0,0,0,0
4351,01/08/2020,Lakshadweep,0,0,0,0
4352,02/08/2020,Lakshadweep,0,0,0,0
4353,03/08/2020,Lakshadweep,0,0,0,0
4354,04/08/2020,Lakshadweep,0,0,0,0
4355,05/08/2020,Lakshadweep,0,0,0,0
4356,06/08/2020,Lakshadweep,0,0,0,0
4357,07/08/2020,Lakshadweep,0,0,0,0
4358,08/08/2020,Lakshadweep,0,0,0,0
4359,09/08/2020,Lakshadweep,0,0,0,0
4360,10/08/2020,Lakshadweep,0,0,0,0
4361,11/08/2020,Lakshadweep,0,0,0,0
4362,12/08/2020,Lakshadweep,0,0,0,0
4363,13/08/2020,Lakshadweep,0,0,0,0
4364,14/08/2020,Lakshadweep,0,0,0,0
4365,15/08/2020,Lakshadweep,0,0,0,0
4366,16/08/2020,Lakshadweep,0,0,0,0
4367,17/08/2020,Lakshadweep,0,0,0,0
4368,18/08/2020,Lakshadweep,0,0,0,0
4369,19/08/2020,Lakshadweep,0,0,0,0
4370,20/08/2020,Lakshadweep,0,0,0,0
4371,21/08/2020,Lakshadweep,0,0,0,0
4372,22/08/2020,Lakshadweep,0,0,0,0
4373,23/08/2020,Lakshadweep,0,0,0,0
4374,24/08/2020,Lakshadweep,0,0,0,0
4375,25/08/2020,Lakshadweep,0,0,0,0
4376,26/08/2020,Lakshadweep,0,0,0,0
4377,27/08/2020,Lakshadweep,0,0,0,0
4378,28/08/2020,Lakshadweep,0,0,0,0
4379,29/08/2020,Lakshadweep,0,0,0,0
4380,30/08/2020,Lakshadweep,0,0,0,0
4381,31/08/2020,Lakshadweep,0,0,0,0
4382,01/09/2020,Lakshadweep,0,0,0,0
4383,02/09/2020,Lakshadweep,0,0,0,0
4384,03/09/2020,Lakshadweep,0,0,0,0
4385,04/09/2020,Lakshadweep,0,0,0,0
4386,05/09/2020,Lakshadweep,0,0,0,0
4387,06/09/2020,Lakshadweep,0,0,0,0
4388,07/09/2020,Lakshadweep,0,0,0,0
4389,08/09/2020,Lakshadweep,0,0,0,0
4390,09/09/2020,Lakshadweep,0,0,0,0
4391,10/09/2020,Lakshadweep,0,0,0,0
4392,11/09/2020,Lakshadweep,0,0,0,0
4393,12/09/2020,Lakshadweep,0,0,0,0
4394,13/09/2020,Lakshadweep,0,0,0,0
4395,14/09/2020,Lakshadweep,0,0,0,0
4396,15/09/2020,Lakshadweep,0,0,0,0
4397,16/09/2020,Lakshadweep,0,0,0,0
4398,17/09/2020,Lakshadweep,0,0,0,0
4399,18/09/2020,Lakshadweep,0,0,0,0
4400,19/09/2020,Lakshadweep,0,0,0,0
4401,20/09/2020,Lakshadweep,0,0,0,0
4402,21/09/2020,Lakshadweep,0,0,0,0
4403,22/09/2020,Lakshadweep,0,0,0,0
4404,23/09/2020,Lakshadweep,0,0,0,0
4405,24/09/2020,Lakshadweep,0,0,0,0
4406,25/09/2020,Lakshadweep,0,0,0,0
4407,26/09/2020,Lakshadweep,0,0,0,0
4408,27/09/2020,Lakshadweep,0,0,0,0
4409,28/09/2020,Lakshadweep,0,0,0,0
4410,29/09/2020,Lakshadweep,0,0,0,0
4411,30/09/2020,Lakshadweep,0,0,0,0
4412,01/10/2020,Lakshadweep,0,0,0,0
4413,02/10/2020,Lakshadweep,0,0,0,0
4414,03/10/2020,Lakshadweep,0,0,0,0
4415,04/10/2020,Lakshadweep,0,0,0,0
4416,05/10/2020,Lakshadweep,0,0,0,0
4417,06/10/2020,Lakshadweep,0,0,0,0
4418,07/10/2020,Lakshadweep,0,0,0,0
4419,08/10/2020,Lakshadweep,0,0,0,0
4420,09/10/2020,Lakshadweep,0,0,0,0
4421,10/10/2020,Lakshadweep,0,0,0,0
4422,11/10/2020,Lakshadweep,0,0,0,0
4423,12/10/2020,Lakshadweep,0,0,0,0
4424,13/10/2020,Lakshadweep,0,0,0,0
4425,14/10/2020,Lakshadweep,0,0,0,0
4426,15/10/2020,Lakshadweep,0,0,0,0
4427,16/10/2020,Lakshadweep,0,0,0,0
4428,17/10/2020,Lakshadweep,0,0,0,0
4429,18/10/2020,Lakshadweep,0,0,0,0
4430,19/10/2020,Lakshadweep,0,0,0,0
4431,20/10/2020,Lakshadweep,0,0,0,0
4432,21/10/2020,Lakshadweep,0,0,0,0
4433,22/10/2020,Lakshadweep,0,0,0,0
4434,23/10/2020,Lakshadweep,0,0,0,0
4435,24/10/2020,Lakshadweep,0,0,0,0
4436,25/10/2020,Lakshadweep,0,0,0,0
4437,26/10/2020,Lakshadweep,0,0,0,0
4438,27/10/2020,Lakshadweep,0,0,0,0
4439,28/10/2020,Lakshadweep,0,0,0,0
4440,29/10/2020,Lakshadweep,0,0,0,0
4441,30/10/2020,Lakshadweep,0,0,0,0
4442,31/10/2020,Lakshadweep,0,0,0,0
4443,01/11/2020,Lakshadweep,0,0,0,0
4444,02/11/2020,Lakshadweep,0,0,0,0
4445,03/11/2020,Lakshadweep,0,0,0,0
4446,04/11/2020,Lakshadweep,0,0,0,0
4447,05/11/2020,Lakshadweep,0,0,0,0
4448,21/03/2020,Madhya Pradesh,4,4,0,0
4449,22/03/2020,Madhya Pradesh,4,4,0,0
4450,23/03/2020,Madhya Pradesh,6,6,0,0
4451,24/03/2020,Madhya Pradesh,7,7,0,0
4452,25/03/2020,Madhya Pradesh,7,7,0,0
4453,26/03/2020,Madhya Pradesh,15,14,0,1
4454,27/03/2020,Madhya Pradesh,20,19,0,1
4455,28/03/2020,Madhya Pradesh,30,28,0,2
4456,29/03/2020,Madhya Pradesh,30,28,0,2
4457,30/03/2020,Madhya Pradesh,33,31,0,2
4458,31/03/2020,Madhya Pradesh,47,44,0,3
4459,01/04/2020,Madhya Pradesh,47,44,0,3
4460,02/04/2020,Madhya Pradesh,99,93,0,6
4461,03/04/2020,Madhya Pradesh,99,93,0,6
4462,04/04/2020,Madhya Pradesh,104,98,0,6
4463,05/04/2020,Madhya Pradesh,104,98,0,6
4464,06/04/2020,Madhya Pradesh,165,156,0,9
4465,07/04/2020,Madhya Pradesh,165,156,0,9
4466,08/04/2020,Madhya Pradesh,229,216,0,13
4467,09/04/2020,Madhya Pradesh,229,216,0,13
4468,10/04/2020,Madhya Pradesh,259,243,0,16
4469,11/04/2020,Madhya Pradesh,435,402,0,33
4470,12/04/2020,Madhya Pradesh,532,496,0,36
4471,13/04/2020,Madhya Pradesh,564,528,0,36
4472,14/04/2020,Madhya Pradesh,604,517,44,43
4473,15/04/2020,Madhya Pradesh,730,629,51,50
4474,16/04/2020,Madhya Pradesh,987,870,64,53
4475,17/04/2020,Madhya Pradesh,1120,1003,64,53
4476,18/04/2020,Madhya Pradesh,1310,1172,69,69
4477,19/04/2020,Madhya Pradesh,1407,1210,127,70
4478,20/04/2020,Madhya Pradesh,1407,1210,127,70
4479,21/04/2020,Madhya Pradesh,1485,1284,127,74
4480,22/04/2020,Madhya Pradesh,1552,1328,148,76
4481,23/04/2020,Madhya Pradesh,1592,1364,148,80
4482,24/04/2020,Madhya Pradesh,1699,1413,203,83
4483,25/04/2020,Madhya Pradesh,1852,1550,210,92
4484,26/04/2020,Madhya Pradesh,2096,1787,210,99
4485,27/04/2020,Madhya Pradesh,2096,1691,302,103
4486,28/04/2020,Madhya Pradesh,2168,1756,302,110
4487,29/04/2020,Madhya Pradesh,2387,1890,377,120
4488,30/04/2020,Madhya Pradesh,2561,1971,461,129
4489,01/05/2020,Madhya Pradesh,2660,2041,482,137
4490,02/05/2020,Madhya Pradesh,2719,2050,524,145
4491,03/05/2020,Madhya Pradesh,2846,2071,624,151
4492,04/05/2020,Madhya Pradesh,2846,1892,798,156
4493,05/05/2020,Madhya Pradesh,2942,1979,798,165
4494,06/05/2020,Madhya Pradesh,3049,1873,1000,176
4495,07/05/2020,Madhya Pradesh,3138,1854,1099,185
4496,08/05/2020,Madhya Pradesh,3252,1828,1231,193
4497,09/05/2020,Madhya Pradesh,3341,1792,1349,200
4498,10/05/2020,Madhya Pradesh,3614,1723,1676,215
4499,11/05/2020,Madhya Pradesh,3614,1723,1676,215
4500,12/05/2020,Madhya Pradesh,3785,1817,1747,221
4501,13/05/2020,Madhya Pradesh,3986,1901,1860,225
4502,14/05/2020,Madhya Pradesh,4173,1937,2004,232
4503,15/05/2020,Madhya Pradesh,4426,2018,2171,237
4504,16/05/2020,Madhya Pradesh,4595,2073,2283,239
4505,17/05/2020,Madhya Pradesh,4789,2231,2315,243
4506,18/05/2020,Madhya Pradesh,4977,2326,2403,248
4507,19/05/2020,Madhya Pradesh,5236,2549,2435,252
4508,20/05/2020,Madhya Pradesh,5465,2577,2630,258
4509,21/05/2020,Madhya Pradesh,5735,2735,2733,267
4510,22/05/2020,Madhya Pradesh,5981,2868,2843,270
4511,23/05/2020,Madhya Pradesh,6170,2809,3089,272
4512,24/05/2020,Madhya Pradesh,6371,2823,3267,281
4513,25/05/2020,Madhya Pradesh,6665,2967,3408,290
4514,26/05/2020,Madhya Pradesh,6859,2988,3571,300
4515,27/05/2020,Madhya Pradesh,7024,3030,3689,305
4516,28/05/2020,Madhya Pradesh,7261,3021,3927,313
4517,29/05/2020,Madhya Pradesh,7453,3082,4050,321
4518,30/05/2020,Madhya Pradesh,7645,3042,4269,334
4519,31/05/2020,Madhya Pradesh,7891,3104,4444,343
4520,01/06/2020,Madhya Pradesh,8089,2897,4842,350
4521,02/06/2020,Madhya Pradesh,8283,2922,5003,358
4522,03/06/2020,Madhya Pradesh,8420,2835,5221,364
4523,04/06/2020,Madhya Pradesh,8588,2772,5445,371
4524,05/06/2020,Madhya Pradesh,8762,2748,5637,377
4525,06/06/2020,Madhya Pradesh,8996,2734,5878,384
4526,07/06/2020,Madhya Pradesh,9228,2721,6108,399
4527,08/06/2020,Madhya Pradesh,9401,2658,6331,412
4528,09/06/2020,Madhya Pradesh,9638,2688,6536,414
4529,10/06/2020,Madhya Pradesh,9849,2700,6729,420
4530,11/06/2020,Madhya Pradesh,10049,2730,6892,427
4531,12/06/2020,Madhya Pradesh,10241,2768,7042,431
4532,13/06/2020,Madhya Pradesh,10443,2802,7201,440
4533,14/06/2020,Madhya Pradesh,10641,2817,7377,447
4534,15/06/2020,Madhya Pradesh,10802,2666,7677,459
4535,16/06/2020,Madhya Pradesh,10935,2567,7903,465
4536,17/06/2020,Madhya Pradesh,11083,2455,8152,476
4537,18/06/2020,Madhya Pradesh,11244,2374,8388,482
4538,19/06/2020,Madhya Pradesh,11426,2308,8632,486
4539,20/06/2020,Madhya Pradesh,11582,2339,8748,495
4540,21/06/2020,Madhya Pradesh,11724,2343,8880,501
4541,22/06/2020,Madhya Pradesh,11903,2373,9015,515
4542,23/06/2020,Madhya Pradesh,12078,2342,9215,521
4543,24/06/2020,Madhya Pradesh,12261,2401,9335,525
4544,25/06/2020,Madhya Pradesh,12448,2441,9473,534
4545,26/06/2020,Madhya Pradesh,12596,2435,9619,542
4546,27/06/2020,Madhya Pradesh,12798,2448,9804,546
4547,28/06/2020,Madhya Pradesh,12965,2444,9971,550
4548,29/06/2020,Madhya Pradesh,13186,2545,10084,557
4549,30/06/2020,Madhya Pradesh,13370,2607,10199,564
4550,01/07/2020,Madhya Pradesh,13593,2626,10395,572
4551,02/07/2020,Madhya Pradesh,13861,2625,10655,581
4552,03/07/2020,Madhya Pradesh,14106,2702,10815,589
4553,04/07/2020,Madhya Pradesh,14297,2655,11049,593
4554,05/07/2020,Madhya Pradesh,14604,2772,11234,598
4555,06/07/2020,Madhya Pradesh,14930,2911,11411,608
4556,07/07/2020,Madhya Pradesh,15284,3088,11579,617
4557,08/07/2020,Madhya Pradesh,15627,3237,11768,622
4558,09/07/2020,Madhya Pradesh,16036,3420,11987,629
4559,10/07/2020,Madhya Pradesh,16341,3475,12232,634
4560,11/07/2020,Madhya Pradesh,16657,3538,12481,638
4561,12/07/2020,Madhya Pradesh,17201,3878,12679,644
4562,13/07/2020,Madhya Pradesh,17632,4103,12876,653
4563,14/07/2020,Madhya Pradesh,18207,4336,13208,663
4564,15/07/2020,Madhya Pradesh,19005,4757,13575,673
4565,16/07/2020,Madhya Pradesh,19643,5053,13908,682
4566,17/07/2020,Madhya Pradesh,20378,5562,14127,689
4567,18/07/2020,Madhya Pradesh,21081,5870,14514,697
4568,19/07/2020,Madhya Pradesh,21763,6193,14864,706
4569,20/07/2020,Madhya Pradesh,22600,6568,15311,721
4570,21/07/2020,Madhya Pradesh,23310,6888,15684,738
4571,22/07/2020,Madhya Pradesh,24095,7082,16257,756
4572,23/07/2020,Madhya Pradesh,24842,7236,16836,770
4573,24/07/2020,Madhya Pradesh,25474,7335,17359,780
4574,25/07/2020,Madhya Pradesh,26210,7553,17866,791
4575,26/07/2020,Madhya Pradesh,26926,7639,18488,799
4576,27/07/2020,Madhya Pradesh,27800,7857,19132,811
4577,28/07/2020,Madhya Pradesh,28589,7978,19791,820
4578,29/07/2020,Madhya Pradesh,29217,8044,20343,830
4579,30/07/2020,Madhya Pradesh,30134,8357,20934,843
4580,31/07/2020,Madhya Pradesh,30968,8454,21657,857
4581,01/08/2020,Madhya Pradesh,31806,8668,22271,867
4582,02/08/2020,Madhya Pradesh,32614,8769,22969,876
4583,03/08/2020,Madhya Pradesh,33535,9099,23550,886
4584,04/08/2020,Madhya Pradesh,34285,9286,24099,900
4585,05/08/2020,Madhya Pradesh,35082,8756,25414,912
4586,06/08/2020,Madhya Pradesh,35734,8741,26064,929
4587,07/08/2020,Madhya Pradesh,36564,8716,26902,946
4588,08/08/2020,Madhya Pradesh,37298,8715,27621,962
4589,09/08/2020,Madhya Pradesh,38157,8827,28353,977
4590,10/08/2020,Madhya Pradesh,39025,9009,29020,996
4591,11/08/2020,Madhya Pradesh,39891,9202,29674,1015
4592,12/08/2020,Madhya Pradesh,40734,9105,30596,1033
4593,13/08/2020,Madhya Pradesh,41604,9317,31239,1048
4594,14/08/2020,Madhya Pradesh,42618,9718,31835,1065
4595,15/08/2020,Madhya Pradesh,43414,9928,32405,1081
4596,16/08/2020,Madhya Pradesh,44433,9986,33353,1094
4597,17/08/2020,Madhya Pradesh,45455,10312,34038,1105
4598,18/08/2020,Madhya Pradesh,46385,10232,35025,1128
4599,19/08/2020,Madhya Pradesh,47375,10521,35713,1141
4600,20/08/2020,Madhya Pradesh,48351,10717,36475,1159
4601,21/08/2020,Madhya Pradesh,49493,10782,37540,1171
4602,22/08/2020,Madhya Pradesh,50640,10928,38527,1185
4603,23/08/2020,Madhya Pradesh,51866,11261,39399,1206
4604,24/08/2020,Madhya Pradesh,53129,11510,40390,1229
4605,25/08/2020,Madhya Pradesh,54421,11944,41231,1246
4606,26/08/2020,Madhya Pradesh,55800,12225,42310,1265
4607,27/08/2020,Madhya Pradesh,56864,12336,43246,1282
4608,28/08/2020,Madhya Pradesh,58181,12422,44453,1306
4609,29/08/2020,Madhya Pradesh,59433,12714,45396,1323
4610,30/08/2020,Madhya Pradesh,60875,13117,46413,1345
4611,31/08/2020,Madhya Pradesh,62433,13592,47467,1374
4612,01/09/2020,Madhya Pradesh,63965,13914,48657,1394
4613,02/09/2020,Madhya Pradesh,65490,14072,49992,1426
4614,03/09/2020,Madhya Pradesh,66914,14337,51124,1453
4615,04/09/2020,Madhya Pradesh,68586,14888,52215,1483
4616,05/09/2020,Madhya Pradesh,70244,15474,53257,1513
4617,06/09/2020,Madhya Pradesh,71880,15688,54649,1543
4618,07/09/2020,Madhya Pradesh,73574,16115,55887,1572
4619,08/09/2020,Madhya Pradesh,75459,16961,56909,1589
4620,09/09/2020,Madhya Pradesh,77323,17205,58509,1609
4621,10/09/2020,Madhya Pradesh,79192,17702,59850,1640
4622,11/09/2020,Madhya Pradesh,81379,18433,61285,1661
4623,12/09/2020,Madhya Pradesh,83619,18992,62936,1691
4624,13/09/2020,Madhya Pradesh,85966,19840,64398,1728
4625,14/09/2020,Madhya Pradesh,88247,20487,65998,1762
4626,15/09/2020,Madhya Pradesh,90730,21228,67711,1791
4627,16/09/2020,Madhya Pradesh,93053,21620,69613,1820
4628,17/09/2020,Madhya Pradesh,95515,22136,71535,1844
4629,18/09/2020,Madhya Pradesh,97906,21631,74398,1877
4630,19/09/2020,Madhya Pradesh,100458,21605,76952,1901
4631,20/09/2020,Madhya Pradesh,103065,21964,79158,1943
4632,21/09/2020,Madhya Pradesh,105644,22300,81374,1970
4633,22/09/2020,Madhya Pradesh,108167,22542,83618,2007
4634,23/09/2020,Madhya Pradesh,110711,22646,86030,2035
4635,24/09/2020,Madhya Pradesh,113057,22812,88168,2077
4636,25/09/2020,Madhya Pradesh,115361,22744,90495,2122
4637,26/09/2020,Madhya Pradesh,117588,22198,93238,2152
4638,27/09/2020,Madhya Pradesh,119899,22228,95490,2181
4639,28/09/2020,Madhya Pradesh,122209,22431,97571,2207
4640,29/09/2020,Madhya Pradesh,124166,21912,100012,2242
4641,30/09/2020,Madhya Pradesh,126043,21317,102445,2281
4642,01/10/2020,Madhya Pradesh,128047,20997,104734,2316
4643,02/10/2020,Madhya Pradesh,130088,20473,107279,2336
4644,03/10/2020,Madhya Pradesh,132107,20124,109611,2372
4645,04/10/2020,Madhya Pradesh,133918,19807,111712,2399
4646,05/10/2020,Madhya Pradesh,135638,19372,113832,2434
4647,06/10/2020,Madhya Pradesh,137098,18757,115878,2463
4648,07/10/2020,Madhya Pradesh,138668,18141,118039,2488
4649,08/10/2020,Madhya Pradesh,140307,17522,120267,2518
4650,09/10/2020,Madhya Pradesh,142022,16788,122687,2547
4651,10/10/2020,Madhya Pradesh,143629,16168,124887,2574
4652,11/10/2020,Madhya Pradesh,145245,15612,127034,2599
4653,12/10/2020,Madhya Pradesh,146820,15177,129019,2624
4654,13/10/2020,Madhya Pradesh,148298,14932,130721,2645
4655,14/10/2020,Madhya Pradesh,149761,14661,132429,2671
4656,15/10/2020,Madhya Pradesh,155276,14432,138158,2686
4657,16/10/2020,Madhya Pradesh,156584,14157,139717,2710
4658,17/10/2020,Madhya Pradesh,157936,13928,141273,2735
4659,18/10/2020,Madhya Pradesh,159158,13698,142707,2753
4660,19/10/2020,Madhya Pradesh,160188,13281,144134,2773
4661,20/10/2020,Madhya Pradesh,161203,12996,145421,2786
4662,21/10/2020,Madhya Pradesh,162178,12507,146860,2811
4663,22/10/2020,Madhya Pradesh,163296,12386,148082,2828
4664,23/10/2020,Madhya Pradesh,164341,12146,149353,2842
4665,24/10/2020,Madhya Pradesh,165294,11761,150678,2855
4666,25/10/2020,Madhya Pradesh,166298,11477,151946,2875
4667,26/10/2020,Madhya Pradesh,167249,11237,153127,2885
4668,27/10/2020,Madhya Pradesh,167969,10857,154222,2890
4669,28/10/2020,Madhya Pradesh,168483,10353,155232,2898
4670,29/10/2020,Madhya Pradesh,169271,10094,156264,2913
4671,30/10/2020,Madhya Pradesh,169999,9689,157381,2929
4672,31/10/2020,Madhya Pradesh,170690,9294,158455,2941
4673,01/11/2020,Madhya Pradesh,171359,8929,159479,2951
4674,02/11/2020,Madhya Pradesh,172082,8538,160586,2958
4675,03/11/2020,Madhya Pradesh,172717,8298,161454,2965
4676,04/11/2020,Madhya Pradesh,173384,8044,162366,2974
4677,05/11/2020,Madhya Pradesh,174091,7854,163250,2987
4678,12/03/2020,Maharashtra,11,11,0,0
4679,13/03/2020,Maharashtra,11,11,0,0
4680,14/03/2020,Maharashtra,14,14,0,0
4681,15/03/2020,Maharashtra,31,31,0,0
4682,16/03/2020,Maharashtra,32,32,0,0
4683,17/03/2020,Maharashtra,39,38,0,1
4684,18/03/2020,Maharashtra,41,40,0,1
4685,19/03/2020,Maharashtra,45,44,0,1
4686,20/03/2020,Maharashtra,47,46,0,1
4687,21/03/2020,Maharashtra,52,51,0,1
4688,22/03/2020,Maharashtra,67,65,0,2
4689,23/03/2020,Maharashtra,74,72,0,2
4690,24/03/2020,Maharashtra,87,85,0,2
4691,25/03/2020,Maharashtra,89,87,0,2
4692,26/03/2020,Maharashtra,124,120,1,3
4693,27/03/2020,Maharashtra,130,111,15,4
4694,28/03/2020,Maharashtra,180,150,25,5
4695,29/03/2020,Maharashtra,186,155,25,6
4696,30/03/2020,Maharashtra,193,160,25,8
4697,31/03/2020,Maharashtra,216,168,39,9
4698,01/04/2020,Maharashtra,302,254,39,9
4699,02/04/2020,Maharashtra,335,280,42,13
4700,03/04/2020,Maharashtra,335,277,42,16
4701,04/04/2020,Maharashtra,423,362,42,19
4702,05/04/2020,Maharashtra,490,424,42,24
4703,06/04/2020,Maharashtra,690,603,42,45
4704,07/04/2020,Maharashtra,748,647,56,45
4705,08/04/2020,Maharashtra,1018,875,79,64
4706,09/04/2020,Maharashtra,1135,946,117,72
4707,10/04/2020,Maharashtra,1364,1142,125,97
4708,11/04/2020,Maharashtra,1574,1276,188,110
4709,12/04/2020,Maharashtra,1761,1426,208,127
4710,13/04/2020,Maharashtra,1985,1619,217,149
4711,14/04/2020,Maharashtra,2334,1957,217,160
4712,15/04/2020,Maharashtra,2687,2250,259,178
4713,16/04/2020,Maharashtra,2916,2434,295,187
4714,17/04/2020,Maharashtra,3205,2711,300,194
4715,18/04/2020,Maharashtra,3323,2791,331,201
4716,19/04/2020,Maharashtra,3651,3075,365,211
4717,20/04/2020,Maharashtra,4203,3473,507,223
4718,21/04/2020,Maharashtra,4666,3862,572,232
4719,22/04/2020,Maharashtra,5218,4245,722,251
4720,23/04/2020,Maharashtra,5652,4594,789,269
4721,24/04/2020,Maharashtra,6430,5307,840,283
4722,25/04/2020,Maharashtra,6817,5676,840,301
4723,26/04/2020,Maharashtra,7628,6229,1076,323
4724,27/04/2020,Maharashtra,8068,6650,1076,342
4725,28/04/2020,Maharashtra,8590,6939,1282,369
4726,29/04/2020,Maharashtra,9318,7530,1388,400
4727,30/04/2020,Maharashtra,9915,7890,1593,432
4728,01/05/2020,Maharashtra,10498,8266,1773,459
4729,02/05/2020,Maharashtra,11506,9142,1879,485
4730,03/05/2020,Maharashtra,12296,9775,2000,521
4731,04/05/2020,Maharashtra,12974,10311,2115,548
4732,05/05/2020,Maharashtra,14541,11493,2465,583
4733,06/05/2020,Maharashtra,15525,12089,2819,617
4734,07/05/2020,Maharashtra,16758,13013,3094,651
4735,08/05/2020,Maharashtra,17974,13979,3301,694
4736,09/05/2020,Maharashtra,19063,14862,3470,731
4737,10/05/2020,Maharashtra,20228,15649,3800,779
4738,11/05/2020,Maharashtra,22171,17140,4199,832
4739,12/05/2020,Maharashtra,23401,17747,4786,868
4740,13/05/2020,Maharashtra,24427,18381,5125,921
4741,14/05/2020,Maharashtra,25922,19400,5547,975
4742,15/05/2020,Maharashtra,27524,20446,6059,1019
4743,16/05/2020,Maharashtra,29100,21468,6564,1068
4744,17/05/2020,Maharashtra,30706,22483,7088,1135
4745,18/05/2020,Maharashtra,33053,24167,7688,1198
4746,19/05/2020,Maharashtra,35058,25372,8437,1249
4747,20/05/2020,Maharashtra,37136,26172,9639,1325
4748,21/05/2020,Maharashtra,39297,27589,10318,1390
4749,22/05/2020,Maharashtra,41642,28462,11726,1454
4750,23/05/2020,Maharashtra,44582,30482,12583,1517
4751,24/05/2020,Maharashtra,47190,32209,13404,1577
4752,25/05/2020,Maharashtra,50231,33996,14600,1635
4753,26/05/2020,Maharashtra,52667,35186,15786,1695
4754,27/05/2020,Maharashtra,54758,36012,16954,1792
4755,28/05/2020,Maharashtra,56948,37133,17918,1897
4756,29/05/2020,Maharashtra,59546,38948,18616,1982
4757,30/05/2020,Maharashtra,62228,33133,26997,2098
4758,31/05/2020,Maharashtra,65168,34890,28081,2197
4759,01/06/2020,Maharashtra,67655,36040,29329,2286
4760,02/06/2020,Maharashtra,70013,37543,30108,2362
4761,03/06/2020,Maharashtra,72300,38502,31333,2465
4762,04/06/2020,Maharashtra,74860,39944,32329,2587
4763,05/06/2020,Maharashtra,77793,41402,33681,2710
4764,06/06/2020,Maharashtra,80229,42224,35156,2849
4765,07/06/2020,Maharashtra,82968,42609,37390,2969
4766,08/06/2020,Maharashtra,85975,43601,39314,3060
4767,09/06/2020,Maharashtra,88528,44384,40975,3169
4768,10/06/2020,Maharashtra,90787,44860,42638,3289
4769,11/06/2020,Maharashtra,94041,46086,44517,3438
4770,12/06/2020,Maharashtra,97648,47980,46078,3590
4771,13/06/2020,Maharashtra,101141,49628,47796,3717
4772,14/06/2020,Maharashtra,104568,51392,49346,3830
4773,15/06/2020,Maharashtra,107958,53030,50978,3950
4774,16/06/2020,Maharashtra,110744,50567,56049,4128
4775,17/06/2020,Maharashtra,113445,50057,57851,5537
4776,18/06/2020,Maharashtra,116752,51935,59166,5651
4777,19/06/2020,Maharashtra,120504,53915,60838,5751
4778,20/06/2020,Maharashtra,124331,55665,62773,5893
4779,21/06/2020,Maharashtra,128205,58068,64153,5984
4780,22/06/2020,Maharashtra,132075,60161,65744,6170
4781,23/06/2020,Maharashtra,135796,61807,67706,6283
4782,24/06/2020,Maharashtra,139010,62848,69631,6531
4783,25/06/2020,Maharashtra,142900,62369,73792,6739
4784,26/06/2020,Maharashtra,147741,63357,77453,6931
4785,27/06/2020,Maharashtra,152765,65844,79815,7106
4786,28/06/2020,Maharashtra,159133,67615,84245,7273
4787,29/06/2020,Maharashtra,164626,70622,86575,7429
4788,30/06/2020,Maharashtra,169883,73313,88960,7610
4789,01/07/2020,Maharashtra,174761,75995,90911,7855
4790,02/07/2020,Maharashtra,180298,79091,93154,8053
4791,03/07/2020,Maharashtra,186626,77276,101172,8178
4792,04/07/2020,Maharashtra,192990,79927,104687,8376
4793,05/07/2020,Maharashtra,200064,83311,108082,8671
4794,06/07/2020,Maharashtra,206619,86057,111740,8822
4795,07/07/2020,Maharashtra,211987,87699,115262,9026
4796,08/07/2020,Maharashtra,217121,89313,118558,9250
4797,09/07/2020,Maharashtra,223724,91084,123192,9448
4798,10/07/2020,Maharashtra,230599,93673,127259,9667
4799,11/07/2020,Maharashtra,238461,95943,132625,9893
4800,12/07/2020,Maharashtra,246600,99499,136985,10116
4801,13/07/2020,Maharashtra,254427,103813,140325,10289
4802,14/07/2020,Maharashtra,260924,105935,144507,10482
4803,15/07/2020,Maharashtra,267665,107963,149007,10695
4804,16/07/2020,Maharashtra,275640,112099,152613,10928
4805,17/07/2020,Maharashtra,284281,114947,158140,11194
4806,18/07/2020,Maharashtra,292589,120780,160357,11452
4807,19/07/2020,Maharashtra,300937,123678,165663,11596
4808,20/07/2020,Maharashtra,310455,129032,169569,11854
4809,21/07/2020,Maharashtra,318695,131636,175029,12030
4810,22/07/2020,Maharashtra,327031,132538,182217,12276
4811,23/07/2020,Maharashtra,337607,137282,187769,12556
4812,24/07/2020,Maharashtra,347502,140395,194253,12854
4813,25/07/2020,Maharashtra,357117,144018,199967,13132
4814,26/07/2020,Maharashtra,366368,145785,207194,13389
4815,27/07/2020,Maharashtra,375799,148905,213238,13656
4816,28/07/2020,Maharashtra,383723,147896,221944,13883
4817,29/07/2020,Maharashtra,391440,144998,232277,14165
4818,30/07/2020,Maharashtra,400651,146433,239755,14463
4819,31/07/2020,Maharashtra,411798,148454,248615,14729
